,Brand,Continent,Country,Latitude,Longitude,Sentiment
0,Fashion Co.,Europe,United Kingdom,51.1322179,-0.0117661,0
1,Media Co.,Asia,India,19.1943294,72.9701779,3
2,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
3,Restaurant Chain,Asia,Singapore,-2.9888297,104.756857,0
4,Restaurant Chain,Asia,Korea,36.638392,127.6961188,0
5,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
6,Restaurant Chain,Asia,India,22.3511148,78.6677428,0
7,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
8,Media Co.,Asia,Thailand,13.7544238,100.4930399,2
9,Media Co.,Asia,India,19.1943294,72.9701779,3
10,Media Co.,North America,Mexico,29.7028266,-98.1257348,0
11,Media Co.,North America,United States,36.7014631,-118.755997,4
12,Restaurant Chain,South America,Colombia,2.8894434,-73.783892,0
13,Automotive Co.,Europe,Luxembourg,48.7580777,8.2415239,-3
14,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
15,Restaurant Chain,Asia,Korea,36.638392,127.6961188,0
16,Media Co.,Asia,India,19.1943294,72.9701779,3
17,Media Co.,Europe,Germany,51.0834196,10.4234469,0
18,Media Co.,Europe,United Kingdom,51.5073219,-0.1276474,3
19,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
20,Automotive Co.,Europe,Germany,50.6080651,9.0284647,0
21,Restaurant Chain,North America,Bahamas,35.6729639,-79.0392919,3
22,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
23,Restaurant Chain,Europe,United Kingdom,54.9738474,-1.6131572,3
24,Media Co.,Asia,India,19.1943294,72.9701779,3
25,Restaurant Chain,Asia,Korea,36.638392,127.6961188,0
26,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
27,Automotive Co.,North America,United States,30.3612885,-87.1683428131116,-1
28,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
29,Media Co.,Asia,China,22.2793278,114.1628131,0
30,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
31,Media Co.,North America,Bahamas,27.7567667,-81.4639835,5
32,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
33,Automotive Co.,North America,Mexico,33.7690164,-118.191604,1
34,Media Co.,Asia,India,19.1943294,72.9701779,3
35,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
36,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
37,Restaurant Chain,Europe,Belgium,51.2211097,4.3997081,0
38,Media Co.,Asia,India,19.1943294,72.9701779,3
39,Restaurant Chain,South America,Bolivia,-17.0568696,-64.9912286,0
40,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
41,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
42,Restaurant Chain,Asia,Korea,36.638392,127.6961188,0
43,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
44,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
45,Automotive Co.,Europe,Andorra,41.3828939,2.1774322,0
46,Media Co.,North America,Bahamas,28.5421109,-81.3790304,0
47,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
48,Restaurant Chain,Asia,Korea,36.638392,127.6961188,0
49,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
50,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
51,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
52,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
53,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
54,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
55,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
56,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
57,Restaurant Chain,Asia,Korea,36.638392,127.6961188,0
58,Media Co.,North America,United States,41.8755616,-87.6244212,2
59,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
60,Media Co.,Asia,Thailand,14.8971921,100.83273,3
61,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
62,Restaurant Chain,North America,El Salvador,13.6989939,-89.1914249,0
63,Media Co.,Asia,Yemen,16.3471243,47.8915271,2
64,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
65,Media Co.,North America,Bahamas,26.6279798,-80.4494174,2
66,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
67,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
68,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
69,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
70,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
71,Media Co.,Asia,India,19.1943294,72.9701779,3
72,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
73,Automotive Co.,North America,United States,40.2253569,-82.6881395,2
74,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
75,Restaurant Chain,Asia,China,22.2793278,114.1628131,0
76,Restaurant Chain,Asia,Nepal,28.1083929,84.0917139,0
77,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
78,Restaurant Chain,North America,United States,43.6211955,-84.6824346,3
79,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
80,Restaurant Chain,Europe,Holy See (Vatican City State),42.6384261,12.674297,0
81,Restaurant Chain,North America,El Salvador,13.6989939,-89.1914249,0
82,Restaurant Chain,Asia,India,19.0759899,72.8773928,0
83,Automotive Co.,Europe,United Kingdom,51.5073219,-0.1276474,4
84,Automotive Co.,Asia,India,22.3511148,78.6677428,1
85,Restaurant Chain,North America,Canada,61.0666922,-107.991707,0
86,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,4
87,Restaurant Chain,South America,Bolivia,-20.2140657,-70.1524646,0
88,Automotive Co.,Europe,Sweden,59.6749712,14.5208584,0
89,Media Co.,North America,Bermuda,42.3788774,-72.032366,3
90,Restaurant Chain,North America,El Salvador,13.6989939,-89.1914249,0
91,Restaurant Chain,Asia,China,22.2793278,114.1628131,0
92,Restaurant Chain,North America,United States,40.2253569,-82.6881395,1
93,Restaurant Chain,North America,El Salvador,13.6989939,-89.1914249,0
94,Media Co.,Asia,India,19.1943294,72.9701779,3
95,Media Co.,Asia,India,19.1943294,72.9701779,3
96,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
97,Media Co.,Asia,India,19.1943294,72.9701779,3
98,Automotive Co.,Europe,Switzerland,46.7985624,8.2319736,0
99,Automotive Co.,North America,Bahamas,28.38034955,-81.5297578369267,0
100,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
101,Automotive Co.,Asia,Indonesia,-2.4833826,117.8902853,1
102,Media Co.,Asia,India,19.1943294,72.9701779,3
103,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
104,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
105,Media Co.,Asia,India,19.1943294,72.9701779,3
106,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
107,Restaurant Chain,North America,Bermuda,40.81,-73.9625,0
108,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
109,Restaurant Chain,South America,Peru,-6.8699697,-75.0458515,0
110,Media Co.,Asia,India,19.1943294,72.9701779,3
111,Restaurant Chain,North America,Canada,61.0666922,-107.991707,0
112,Media Co.,North America,United States,36.7014631,-118.755997,0
113,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
114,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
115,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
116,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
117,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
118,Restaurant Chain,Australia,Australia,-34.9281805,138.5999312,0
119,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
120,Media Co.,North America,Mexico,22.5000485,-100.0000375,0
121,Media Co.,Asia,India,19.1943294,72.9701779,3
122,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
123,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
124,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
125,Automotive Co.,South America,Colombia,2.8894434,-73.783892,0
126,Restaurant Chain,Asia,China,22.2793278,114.1628131,0
127,Automotive Co.,North America,United States,36.1021436,-115.174494632801,-3
128,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
129,Restaurant Chain,Asia,China,22.2793278,114.1628131,0
130,Restaurant Chain,Asia,China,22.2793278,114.1628131,0
131,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
132,Media Co.,Asia,India,19.1943294,72.9701779,3
133,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
134,Restaurant Chain,Asia,China,22.2793278,114.1628131,0
135,Restaurant Chain,North America,Bermuda,40.81,-73.9625,0
136,Restaurant Chain,South America,Bolivia,-20.2140657,-70.1524646,0
137,Automotive Co.,North America,Canada,45.5202471,-122.6741949,0
138,Restaurant Chain,North America,United States,40.2253569,-82.6881395,0
139,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,-2
140,Restaurant Chain,South America,Colombia,4.0638178,-76.1233558164168,0
141,Media Co.,Asia,India,22.3511148,78.6677428,0
142,Restaurant Chain,Asia,Philippines,8.4754878,124.6421317,0
143,Media Co.,Asia,India,19.1943294,72.9701779,3
144,Media Co.,North America,Bermuda,42.3788774,-72.032366,0
145,Media Co.,Asia,Turkey,39.9207893,32.8540412,0
146,Automotive Co.,Africa,South Africa,-28.8166236,24.991639,3
147,Media Co.,Asia,India,19.1943294,72.9701779,3
148,Automotive Co.,North America,United States,39.7837304,-100.4458825,4
149,Automotive Co.,North America,United States,39.7837304,-100.4458825,3
150,Restaurant Chain,North America,United States,41.4825788,-87.6802344,0
151,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,-1
152,Media Co.,Asia,India,19.1943294,72.9701779,3
153,Media Co.,North America,United States,36.7014631,-118.755997,2
154,Media Co.,North America,Bahamas,32.3293809,-83.1137366,0
155,Media Co.,Europe,United Kingdom,56.7861112,-4.1140518,0
156,Automotive Co.,Europe,United Kingdom,51.5073219,-0.1276474,0
157,Restaurant Chain,South America,Bolivia,-20.2140657,-70.1524646,0
158,Media Co.,Asia,India,19.1943294,72.9701779,3
159,Media Co.,Asia,India,19.1943294,72.9701779,3
160,Restaurant Chain,Asia,Brunei Darussalam,5.9780066,116.0728988,0
161,Automotive Co.,Europe,Belgium,50.6402809,4.6667145,2
162,Restaurant Chain,South America,Bolivia,-20.2140657,-70.1524646,0
163,Media Co.,Asia,India,19.1943294,72.9701779,3
164,Automotive Co.,North America,United States,39.7837304,-100.4458825,-1
165,Media Co.,South America,Argentina,-34.9964963,-64.9672817,0
166,Media Co.,Asia,India,19.1943294,72.9701779,3
167,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
168,Media Co.,Asia,Indonesia,-5.6259648,110.371648973129,4
169,Media Co.,Asia,India,19.1943294,72.9701779,3
170,Automotive Co.,South America,Colombia,2.8894434,-73.783892,3
171,Automotive Co.,Africa,South Africa,-28.8166236,24.991639,0
172,Restaurant Chain,Asia,Korea,37.5666791,126.9782914,0
173,Media Co.,Asia,India,19.1943294,72.9701779,3
174,Media Co.,Asia,Malaysia,4.5693754,102.2656823,0
175,Restaurant Chain,North America,Mexico,19.4326296,-99.1331785,0
176,Restaurant Chain,North America,United States,40.2253569,-82.6881395,0
177,Media Co.,Asia,Thailand,14.8971921,100.83273,1
178,Media Co.,North America,United States,42.3315509,-83.0466403,4
179,Restaurant Chain,North America,Mexico,19.292545,-99.6569007,0
180,Media Co.,North America,Mexico,33.8347516,-117.911732,2
181,Restaurant Chain,North America,United States,43.6534817,-79.3839347,-3
182,Media Co.,North America,Mexico,33.8347516,-117.911732,0
183,Fashion Co.,North America,Bahamas,25.7741728,-80.19362,3
184,Media Co.,North America,Mexico,33.8347516,-117.911732,0
185,Media Co.,North America,Mexico,33.8347516,-117.911732,0
186,Automotive Co.,Europe,Croatia,45.5643442,17.0118954,-3
187,Media Co.,Asia,India,19.1943294,72.9701779,3
188,Restaurant Chain,North America,Mexico,19.292545,-99.6569007,0
189,Media Co.,Europe,French,46.603354,1.8883335,0
190,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
191,Media Co.,Asia,India,19.1943294,72.9701779,3
192,Restaurant Chain,Asia,Singapore,1.357107,103.8194992,0
193,Restaurant Chain,North America,Mexico,19.292545,-99.6569007,0
194,Fashion Co.,Europe,United Kingdom,51.5156177,-0.0919983,-2
195,Media Co.,Asia,India,19.1943294,72.9701779,3
196,Fashion Co.,Europe,United Kingdom,53.2352134,-1.4264097,0
197,Media Co.,Europe,United Kingdom,52.5847651,-2.127567,3
198,Restaurant Chain,Asia,Yemen,16.3471243,47.8915271,0
199,Fashion Co.,Africa,Cameroon,4.6125522,13.1535811,2
200,Media Co.,Asia,Malaysia,3.1516964,101.6942371,4
201,Media Co.,South America,Argentina,-34.9964963,-64.9672817,3
202,Media Co.,Europe,United Kingdom,53.4794892,-2.2451148,0
203,Media Co.,Europe,Ireland,52.865196,-7.9794599,0
204,Media Co.,Asia,India,19.1943294,72.9701779,3
205,Media Co.,North America,United States,39.7837304,-100.4458825,5
206,Restaurant Chain,Africa,Algeria,28.0000272,2.9999825,0
207,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
208,Restaurant Chain,South America,Paraguay,-23.3165935,-58.1693445,0
209,Media Co.,Asia,India,19.1943294,72.9701779,3
210,Fashion Co.,Africa,Swaziland,-26.205,28.049722,-2
211,Automotive Co.,North America,United States,37.226611,-121.9746797,5
212,Restaurant Chain,North America,United States,31.8160381,-99.5120986,2
213,Media Co.,Asia,India,19.1943294,72.9701779,3
214,Media Co.,Asia,Korea,37.5666791,126.9782914,0
215,Restaurant Chain,Africa,South Africa,-33.928992,18.417396,-2
216,Restaurant Chain,Europe,Belgium,50.5223438,2.6385601,0
217,Restaurant Chain,Asia,Malaysia,4.5693754,102.2656823,4
218,Restaurant Chain,North America,Mexico,19.4326296,-99.1331785,0
219,Automotive Co.,North America,Mexico,22.5000485,-100.0000375,1
220,Media Co.,Asia,India,19.1943294,72.9701779,3
221,Restaurant Chain,Asia,Bangladesh,24.4768783,90.2932426,0
222,Restaurant Chain,Asia,Korea,37.5666791,126.9782914,4
223,Media Co.,Asia,Malaysia,4.5693754,102.2656823,-1
224,Restaurant Chain,Asia,Iraq,33.0955793,44.1749775,0
225,Media Co.,Asia,India,19.1943294,72.9701779,3
226,Automotive Co.,North America,United States,30.2711286,-97.7436995,4
227,Automotive Co.,North America,Mexico,34.0536909,-118.242766,2
228,Restaurant Chain,North America,Bermuda,36.8529841,-75.9774183,0
229,Media Co.,Asia,Japan,35.444991,139.636768,0
230,Media Co.,Asia,India,19.1943294,72.9701779,3
231,Restaurant Chain,South America,Paraguay,-23.3165935,-58.1693445,4
232,Media Co.,North America,Bahamas,26.1275862,-80.2331036,2
233,Automotive Co.,Asia,Japan,36.5549677,139.8828776,3
234,Media Co.,Asia,India,19.1943294,72.9701779,3
235,Restaurant Chain,Asia,Iraq,33.0955793,44.1749775,0
236,Automotive Co.,Europe,Switzerland,46.7985624,8.2319736,0
237,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
238,Media Co.,Asia,India,19.1943294,72.9701779,3
239,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
240,Media Co.,North America,Mexico,34.0536909,-118.242766,0
241,Automotive Co.,Asia,Nepal,28.6517178,77.2219388,0
242,Restaurant Chain,North America,Bermuda,36.8529841,-75.9774183,0
243,Media Co.,North America,Bermuda,41.7655582,-72.6906127614661,0
244,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
245,Media Co.,North America,Bahamas,28.2441768,-82.7192671,0
246,Media Co.,Australia,Australia,-28.0023731,153.4145987,0
247,Automotive Co.,Europe,Austria,47.2,13.2,0
248,Fashion Co.,Europe,United Kingdom,51.5073219,-0.1276474,4
249,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
250,Restaurant Chain,Asia,Thailand,14.8971921,100.83273,0
251,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
252,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
253,Media Co.,North America,United States,39.7837304,-100.4458825,1
254,Automotive Co.,North America,United States,38.0464066,-84.4970393,5
255,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
256,Media Co.,Asia,India,19.1943294,72.9701779,3
257,Restaurant Chain,Asia,Japan,36.5748441,139.2394179,0
258,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
259,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
260,Restaurant Chain,Asia,Malaysia,4.5693754,102.2656823,0
261,Automotive Co.,North America,United States,43.6534817,-79.3839347,-1
262,Media Co.,Asia,India,19.1943294,72.9701779,3
263,Restaurant Chain,Asia,Thailand,14.8971921,100.83273,0
264,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
265,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
266,Media Co.,North America,United States,38.7604815,-92.5617875,0
267,Automotive Co.,Asia,India,22.3511148,78.6677428,4
268,Automotive Co.,North America,United States,41.8755616,-87.6244212,-2
269,Media Co.,North America,United States,38.27312,-98.5821872,4
270,Restaurant Chain,Asia,Thailand,14.8971921,100.83273,0
271,Media Co.,Asia,Bangladesh,23.2146169,92.8687612,0
272,Media Co.,Asia,India,19.1943294,72.9701779,3
273,Media Co.,North America,Bermuda,39.9597213,-75.6059638,3
274,Restaurant Chain,Asia,Thailand,14.8971921,100.83273,0
275,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
276,Automotive Co.,North America,Bahamas,25.94096615,-80.3099908583339,0
277,Automotive Co.,North America,United States,43.6534817,-79.3839347,0
278,Restaurant Chain,Asia,Thailand,14.8971921,100.83273,0
279,Restaurant Chain,South America,Argentina,-34.9964963,-64.9672817,4
280,Media Co.,Asia,India,19.1943294,72.9701779,3
281,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
282,Media Co.,North America,Honduras,15.2572432,-86.0755145,2
283,Automotive Co.,North America,Mexico,34.4221319,-119.7026673,1
284,Automotive Co.,North America,Mexico,33.4484367,-112.0741417,-2
285,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
286,Media Co.,Asia,India,19.1943294,72.9701779,3
287,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
288,Restaurant Chain,South America,Brazil,-23.5506507,-46.6333824,0
289,Media Co.,South America,Chile,-33.4377756,-70.6504502,0
290,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
291,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
292,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
293,Restaurant Chain,Asia,India,22.3511148,78.6677428,-2
294,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
295,Restaurant Chain,Asia,Korea,35.1799528,129.0752365,0
296,Media Co.,North America,Bermuda,42.1018764,-72.5886727,0
297,Media Co.,Asia,India,19.1943294,72.9701779,3
298,Restaurant Chain,South America,Chile,-31.7613365,-71.3187697,0
299,Media Co.,Asia,India,19.1943294,72.9701779,3
300,Restaurant Chain,South America,Ecuador,-2.1704143,-79.9050240842775,0
301,Media Co.,Asia,India,19.1943294,72.9701779,3
302,Media Co.,Asia,India,19.1943294,72.9701779,3
303,Media Co.,North America,United States,36.7394421,-119.7848307,3
304,Media Co.,Europe,United Kingdom,51.5073219,-0.1276474,0
305,Media Co.,Asia,India,19.1943294,72.9701779,3
306,Automotive Co.,Australia,Australia,-35.4883502,149.0026942,3
307,Media Co.,Asia,India,19.1943294,72.9701779,3
308,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
309,Media Co.,Asia,India,19.1943294,72.9701779,3
310,Restaurant Chain,South America,Ecuador,-2.1704143,-79.9050240842775,0
311,Media Co.,Asia,Japan,35.6821116,139.7656744,0
312,Media Co.,Asia,India,19.1943294,72.9701779,3
313,Automotive Co.,Africa,South Africa,-33.928992,18.417396,3
314,Media Co.,Asia,India,19.1943294,72.9701779,3
315,Media Co.,North America,Mexico,34.0536909,-118.242766,4
316,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
317,Media Co.,Asia,India,19.1943294,72.9701779,3
318,Restaurant Chain,North America,Bermuda,40.81,-73.9625,-1
319,Automotive Co.,Asia,Pakistan,30.3308401,71.247499,3
320,Media Co.,Asia,India,19.1943294,72.9701779,3
321,Media Co.,North America,Mexico,34.0536909,-118.242766,0
322,Media Co.,Asia,India,19.1943294,72.9701779,3
323,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
324,Restaurant Chain,Asia,Vietnam,13.2904027,108.4265113,0
325,Automotive Co.,Europe,United Kingdom,54.7023545,-3.2765753,4
326,Restaurant Chain,Asia,Indonesia,-7.54133775,112.509497457366,0
327,Automotive Co.,North America,Bermuda,40.7127281,-74.0060152,4
328,Automotive Co.,Asia,Sri Lanka,12.9791198,77.5912997,0
329,Automotive Co.,North America,Bermuda,40.7127281,-74.0060152,0
330,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
331,Restaurant Chain,Asia,Indonesia,-7.54133775,112.509497457366,0
332,Restaurant Chain,Asia,Japan,36.5748441,139.2394179,0
333,Restaurant Chain,Asia,Indonesia,-7.54133775,112.509497457366,0
334,Restaurant Chain,Asia,Japan,36.5748441,139.2394179,0
335,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
336,Automotive Co.,Europe,Germany,51,10,0
337,Automotive Co.,North America,United States,37.3361905,-121.890583,-4
338,Restaurant Chain,Asia,Indonesia,-7.54133775,112.509497457366,0
339,Restaurant Chain,Asia,India,14.5203896,75.7223521,0
340,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
341,Automotive Co.,North America,United States,36.7014631,-118.755997,0
342,Automotive Co.,Europe,United Kingdom,51.5073219,-0.1276474,3
343,Restaurant Chain,South America,Argentina,-34.9964963,-64.9672817,0
344,Restaurant Chain,Asia,Indonesia,-7.54133775,112.509497457366,0
345,Restaurant Chain,South America,Argentina,-34.9964963,-64.9672817,0
346,Media Co.,North America,United States,43.6534817,-79.3839347,0
347,Restaurant Chain,South America,Argentina,-34.9964963,-64.9672817,0
348,Restaurant Chain,South America,Colombia,2.8894434,-73.783892,0
349,Media Co.,Asia,Thailand,14.8971921,100.83273,4
350,Restaurant Chain,South America,Argentina,-34.9964963,-64.9672817,0
351,Restaurant Chain,Asia,Philippines,14.5907332,120.9809674,0
352,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
353,Media Co.,Africa,South Africa,-28.8166236,24.991639,4
354,Restaurant Chain,South America,Argentina,-34.9964963,-64.9672817,0
355,Restaurant Chain,Asia,India,15.3004543,74.0855134,0
356,Restaurant Chain,South America,Colombia,2.8894434,-73.783892,0
357,Restaurant Chain,Australia,Australia,-27.4689682,153.0234991,0
358,Media Co.,North America,Bermuda,38.8949924,-77.0365581,1
359,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,4
360,Restaurant Chain,Asia,Mongolia,46.8250388,103.8499736,0
361,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
362,Media Co.,North America,Bahamas,28.5421109,-81.3790304,-2
363,Automotive Co.,Europe,United Kingdom,51.4538022,-2.5972985,2
364,Media Co.,North America,United States,38.7604815,-92.5617875,3
365,Media Co.,Asia,Indonesia,-2.4833826,117.8902853,2
366,Restaurant Chain,North America,Mexico,34.4221319,-119.7026673,0
367,Restaurant Chain,Europe,Slovakia (Slovak Republic),48.7411522,19.4528646,-3
368,Automotive Co.,North America,United States,43.6211955,-84.6824346,3
369,Restaurant Chain,North America,Saint Pierre and Miquelon,45.421106,-75.690308,-2
370,Media Co.,North America,Bahamas,32.3293809,-83.1137366,0
371,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
372,Fashion Co.,Asia,India,22.3511148,78.6677428,4
373,Media Co.,South America,Brazil,-10.3333333,-53.2,0
374,Automotive Co.,Europe,United Kingdom,51.4538022,-2.5972985,0
375,Media Co.,Europe,United Kingdom,51.2715316,-0.341452351129091,3
376,Media Co.,North America,United States,39.7837304,-100.4458825,2
377,Media Co.,North America,Canada,48.1185325,-122.7679629,2
378,Restaurant Chain,South America,Chile,-34.78709305,-68.4381867731229,0
379,Fashion Co.,Asia,India,22.3511148,78.6677428,4
380,Media Co.,Asia,Philippines,12.7503486,122.7312101,0
381,Restaurant Chain,South America,Chile,-34.78709305,-68.4381867731229,0
382,Automotive Co.,North America,United States,39.7837304,-100.4458825,3
383,Media Co.,North America,Bermuda,39.9527237,-75.1635262,3
384,Restaurant Chain,South America,Chile,-34.78709305,-68.4381867731229,0
385,Automotive Co.,Europe,Denmark,55.670249,10.3333283,0
386,Media Co.,North America,Bermuda,40.0757384,-74.4041622,4
387,Automotive Co.,Asia,India,22.3511148,78.6677428,0
388,Automotive Co.,Europe,United Kingdom,54.7023545,-3.2765753,0
389,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
390,Fashion Co.,North America,Jamaica,18.1850507,-77.3947693,1
391,Restaurant Chain,Asia,Christmas Island,-6.1753942,106.827183,0
392,Media Co.,North America,Mexico,34.0536909,-118.242766,3
393,Media Co.,Europe,United Kingdom,52.5310214,-1.2649062,2
394,Restaurant Chain,South America,Chile,-34.78709305,-68.4381867731229,0
395,Media Co.,North America,Canada,45.5202471,-122.6741949,0
396,Fashion Co.,Asia,India,22.3511148,78.6677428,4
397,Restaurant Chain,Asia,Sri Lanka,7.5554942,80.7137847,0
398,Restaurant Chain,Asia,Sri Lanka,7.5554942,80.7137847,0
399,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
400,Restaurant Chain,Asia,Sri Lanka,7.5554942,80.7137847,0
401,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
402,Automotive Co.,Europe,Switzerland,45.4668,9.1905,5
403,Media Co.,Europe,Italy,40.860672,14.843984,0
404,Media Co.,North America,Mexico,33.9533546,-117.3961623,0
405,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
406,Restaurant Chain,Asia,Laos,21.0294498,105.8544441,0
407,Media Co.,Asia,China,22.48097115,114.304102969703,0
408,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
409,Media Co.,North America,Mexico,34.0536909,-118.242766,0
410,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
411,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
412,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
413,Media Co.,North America,United States,29.7589382,-95.3676974,-2
414,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
415,Automotive Co.,North America,United States,42.9836747,-81.2496068,-1
416,Restaurant Chain,South America,Chile,-34.78709305,-68.4381867731229,0
417,Restaurant Chain,Asia,Indonesia,-2.4833826,117.8902853,0
418,Media Co.,Europe,French,46.603354,1.8883335,4
419,Automotive Co.,Europe,Luxembourg,50.776351,6.083862,4
420,Restaurant Chain,South America,Colombia,7.8971458,-72.5080387,0
421,Restaurant Chain,Europe,United Kingdom,54.7023545,-3.2765753,-3
422,Restaurant Chain,South America,Chile,-34.78709305,-68.4381867731229,0
423,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
424,Automotive Co.,North America,Canada,47.6571104,-117.2613936,1
425,Media Co.,North America,United States,39.7837304,-100.4458825,0
426,Fashion Co.,Asia,Nepal,28.6138954,77.2090057,-2
427,Restaurant Chain,South America,Chile,-34.78709305,-68.4381867731229,0
